Année;Polluant;Fuel;Emissions
1996;Ni;Essence;0.39
1997;Ni;Essence;0.38
1998;Ni;Essence;0.37
1999;Ni;Essence;0.38
2000;Ni;Essence;0.36
2001;Ni;Essence;0.36
2002;Ni;Essence;0.34
2003;Ni;Essence;0.33
2004;Ni;Essence;0.32
2005;Ni;Essence;0.3
2006;Ni;Essence;0.28
2007;Ni;Essence;0.27
2008;Ni;Essence;0.25
2009;Ni;Essence;0.23
1990;benzène;Essence;0.0
1991;benzène;Essence;0.0
1992;benzène;Essence;0.0
1993;benzène;Essence;0.0
1994;benzène;Essence;0.0
1995;benzène;Essence;0.0
1996;benzène;Essence;0.0
1997;benzène;Essence;0.0
1998;benzène;Essence;0.0
1999;benzène;Essence;0.0
2000;benzène;Essence;10223.0
2001;benzène;Essence;9226.0
2002;benzène;Essence;7875.0
2003;benzène;Essence;6759.0
2004;benzène;Essence;5814.0
2005;benzène;Essence;4646.0
2006;benzène;Essence;3680.0
2007;benzène;Essence;3062.0
2008;benzène;Essence;2426.0
2009;benzène;Essence;1981.0
1990;NOx;GPL;2.2
1991;NOx;GPL;2.0
1992;NOx;GPL;1.7
1993;NOx;GPL;1.4
1994;NOx;GPL;1.2
1995;NOx;GPL;0.9
1996;NOx;GPL;1.5
1997;NOx;GPL;2.6
1998;NOx;GPL;4.1
1999;NOx;GPL;4.9
2000;NOx;GPL;4.7
2001;NOx;GPL;4.1
2002;NOx;GPL;3.3
2003;NOx;GPL;2.6
2004;NOx;GPL;2.1
2005;NOx;GPL;1.7
2006;NOx;GPL;1.4
2007;NOx;GPL;1.1
2008;NOx;GPL;0.9
2009;NOx;GPL;0.7
1990;COVNM;GPL;0.73
1991;COVNM;GPL;0.73
1992;COVNM;GPL;0.61
1993;COVNM;GPL;0.55
1994;COVNM;GPL;0.46
1995;COVNM;GPL;0.41
1996;COVNM;GPL;0.71
1997;COVNM;GPL;1.36
1998;COVNM;GPL;2.23
1999;COVNM;GPL;2.94
2000;COVNM;GPL;2.82
2001;COVNM;GPL;2.72
2002;COVNM;GPL;2.29
2003;COVNM;GPL;1.96
2004;COVNM;GPL;1.73
2005;COVNM;GPL;1.58
2006;COVNM;GPL;1.35
2007;COVNM;GPL;1.17
2008;COVNM;GPL;1.04
2009;COVNM;GPL;0.89
1990;CO;GPL;7.6
1991;CO;GPL;7.3
1992;CO;GPL;6.2
1993;CO;GPL;5.5
1994;CO;GPL;4.5
1995;CO;GPL;3.8
1996;CO;GPL;6.3
1997;CO;GPL;11.6
1998;CO;GPL;19.5
1999;CO;GPL;24.5
2000;CO;GPL;25.2
2001;CO;GPL;22.8
2002;CO;GPL;18.8
2003;CO;GPL;15.5
2004;CO;GPL;13.3
2005;CO;GPL;11.5
2006;CO;GPL;9.7
2007;CO;GPL;8.4
2008;CO;GPL;7.4
2009;CO;GPL;6.1
1990;PM10;GPL;0.02
1991;PM10;GPL;0.01
1992;PM10;GPL;0.01
1993;PM10;GPL;0.01
1994;PM10;GPL;0.01
1995;PM10;GPL;0.01
1996;PM10;GPL;0.01
1997;PM10;GPL;0.03
1998;PM10;GPL;0.05
1999;PM10;GPL;0.06
2000;PM10;GPL;0.07
2001;PM10;GPL;0.06
2002;PM10;GPL;0.06
2003;PM10;GPL;0.05
2004;PM10;GPL;0.05
2005;PM10;GPL;0.05
2006;PM10;GPL;0.05
2007;PM10;GPL;0.04
2008;PM10;GPL;0.04
2009;PM10;GPL;0.04
1990;PM2,5;GPL;0.01
1991;PM2,5;GPL;0.01
1992;PM2,5;GPL;0.01
1993;PM2,5;GPL;0.01
1994;PM2,5;GPL;0.01
1995;PM2,5;GPL;0.0
1996;PM2,5;GPL;0.01
1997;PM2,5;GPL;0.02
1998;PM2,5;GPL;0.03
1999;PM2,5;GPL;0.04
2000;PM2,5;GPL;0.04
2001;PM2,5;GPL;0.04
2002;PM2,5;GPL;0.03
2003;PM2,5;GPL;0.03
2004;PM2,5;GPL;0.03
2005;PM2,5;GPL;0.03
2006;PM2,5;GPL;0.03
2007;PM2,5;GPL;0.02
2008;PM2,5;GPL;0.02
2009;PM2,5;GPL;0.02
1990;PM1;GPL;0.0
1991;PM1;GPL;0.0
1992;PM1;GPL;0.0
1993;PM1;GPL;0.0
1994;PM1;GPL;0.0
1995;PM1;GPL;0.0
1996;PM1;GPL;0.0
1997;PM1;GPL;0.0
1998;PM1;GPL;0.0
1999;PM1;GPL;0.0
2000;PM1;GPL;0.0
2001;PM1;GPL;0.0
2002;PM1;GPL;0.0
2003;PM1;GPL;0.0
2004;PM1;GPL;0.0
2005;PM1;GPL;0.0
2006;PM1;GPL;0.0
2007;PM1;GPL;0.0
2008;PM1;GPL;0.0
2009;PM1;GPL;0.0
1990;BC;GPL;0.0
1991;BC;GPL;0.0
1992;BC;GPL;0.0
1993;BC;GPL;0.0
1994;BC;GPL;0.0
1995;BC;GPL;0.0
1996;BC;GPL;0.0
1997;BC;GPL;0.0
1998;BC;GPL;0.0
1999;BC;GPL;0.0
2000;BC;GPL;0.0
2001;BC;GPL;0.0
2002;BC;GPL;0.0
2003;BC;GPL;0.0
2004;BC;GPL;0.0
2005;BC;GPL;0.0
2006;BC;GPL;0.0
2007;BC;GPL;0.0
2008;BC;GPL;0.0
2009;BC;GPL;0.0
1990;du;GPL;0.0
1991;du;GPL;0.0
1992;du;GPL;0.0
1993;du;GPL;0.0
1994;du;GPL;0.0
1995;du;GPL;0.0
1996;du;GPL;0.0
1997;du;GPL;0.0
1998;du;GPL;0.0
1999;du;GPL;0.0
2000;du;GPL;0.0
2001;du;GPL;0.0
2002;du;GPL;0.0
2003;du;GPL;0.0
2004;du;GPL;0.0
2005;du;GPL;0.0
2006;du;GPL;0.0
2007;du;GPL;0.0
2008;du;GPL;0.0
2009;du;GPL;0.0
1990;Cd;GPL;0.0
1991;Cd;GPL;0.0
1992;Cd;GPL;0.0
1993;Cd;GPL;0.0
1994;Cd;GPL;0.0
1995;Cd;GPL;0.0
1996;Cd;GPL;0.0
1997;Cd;GPL;0.0
1998;Cd;GPL;0.0
1999;Cd;GPL;0.0
2000;Cd;GPL;0.0
2001;Cd;GPL;0.0
2002;Cd;GPL;0.0
2003;Cd;GPL;0.0
2004;Cd;GPL;0.0
2005;Cd;GPL;0.0
2006;Cd;GPL;0.0
2007;Cd;GPL;0.0
2008;Cd;GPL;0.0
2009;Cd;GPL;0.0
