Année;Polluant;Fuel;Emissions
2001;CO;Essence;328.0
2002;CO;Essence;289.0
2003;CO;Essence;258.0
2004;CO;Essence;226.0
2005;CO;Essence;188.0
2006;CO;Essence;160.0
2007;CO;Essence;138.0
2008;CO;Essence;100.0
2009;CO;Essence;93.0
1990;PM10;Essence;1.6
1991;PM10;Essence;1.4
1992;PM10;Essence;1.2
1993;PM10;Essence;1.0
1994;PM10;Essence;1.0
1995;PM10;Essence;0.8
1996;PM10;Essence;0.8
1997;PM10;Essence;0.7
1998;PM10;Essence;0.7
1999;PM10;Essence;0.6
2000;PM10;Essence;0.6
2001;PM10;Essence;0.5
2002;PM10;Essence;0.5
2003;PM10;Essence;0.5
2004;PM10;Essence;0.5
2005;PM10;Essence;0.5
2006;PM10;Essence;0.6
2007;PM10;Essence;0.6
2008;PM10;Essence;0.5
2009;PM10;Essence;0.5
1990;PM2,5;Essence;1.2
1991;PM2,5;Essence;1.1
1992;PM2,5;Essence;0.9
1993;PM2,5;Essence;0.7
1994;PM2,5;Essence;0.7
1995;PM2,5;Essence;0.6
1996;PM2,5;Essence;0.5
1997;PM2,5;Essence;0.5
1998;PM2,5;Essence;0.4
1999;PM2,5;Essence;0.4
2000;PM2,5;Essence;0.4
2001;PM2,5;Essence;0.3
2002;PM2,5;Essence;0.3
2003;PM2,5;Essence;0.3
2004;PM2,5;Essence;0.3
2005;PM2,5;Essence;0.3
2006;PM2,5;Essence;0.3
2007;PM2,5;Essence;0.3
2008;PM2,5;Essence;0.3
2009;PM2,5;Essence;0.3
1990;PM1;Essence;0.56
1991;PM1;Essence;0.5
1992;PM1;Essence;0.41
1993;PM1;Essence;0.33
1994;PM1;Essence;0.29
1995;PM1;Essence;0.24
1996;PM1;Essence;0.21
1997;PM1;Essence;0.18
1998;PM1;Essence;0.17
1999;PM1;Essence;0.15
2000;PM1;Essence;0.12
2001;PM1;Essence;0.08
2002;PM1;Essence;0.08
2003;PM1;Essence;0.08
2004;PM1;Essence;0.08
2005;PM1;Essence;0.07
2006;PM1;Essence;0.08
2007;PM1;Essence;0.08
2008;PM1;Essence;0.06
2009;PM1;Essence;0.06
1990;BC;Essence;0.12
1991;BC;Essence;0.11
1992;BC;Essence;0.1
1993;BC;Essence;0.09
1994;BC;Essence;0.08
1995;BC;Essence;0.07
1996;BC;Essence;0.06
1997;BC;Essence;0.06
1998;BC;Essence;0.05
1999;BC;Essence;0.05
2000;BC;Essence;0.04
2001;BC;Essence;0.04
2002;BC;Essence;0.03
2003;BC;Essence;0.03
2004;BC;Essence;0.03
2005;BC;Essence;0.03
2006;BC;Essence;0.04
2007;BC;Essence;0.04
2008;BC;Essence;0.03
2009;BC;Essence;0.03
1990;du;Essence;0.06
1991;du;Essence;0.06
1992;du;Essence;0.05
1993;du;Essence;0.04
1994;du;Essence;0.04
1995;du;Essence;0.04
1996;du;Essence;0.03
1997;du;Essence;0.03
1998;du;Essence;0.03
1999;du;Essence;0.03
2000;du;Essence;0.03
2001;du;Essence;0.03
2002;du;Essence;0.03
2003;du;Essence;0.03
2004;du;Essence;0.03
2005;du;Essence;0.03
2006;du;Essence;0.03
2007;du;Essence;0.03
2008;du;Essence;0.03
2009;du;Essence;0.03
1990;Cd;Essence;0.02
1991;Cd;Essence;0.02
1992;Cd;Essence;0.02
1993;Cd;Essence;0.02
1994;Cd;Essence;0.02
1995;Cd;Essence;0.02
1996;Cd;Essence;0.02
1997;Cd;Essence;0.02
1998;Cd;Essence;0.01
1999;Cd;Essence;0.01
2000;Cd;Essence;0.01
2001;Cd;Essence;0.01
2002;Cd;Essence;0.01
2003;Cd;Essence;0.01
2004;Cd;Essence;0.01
2005;Cd;Essence;0.01
2006;Cd;Essence;0.01
2007;Cd;Essence;0.01
2008;Cd;Essence;0.01
2009;Cd;Essence;0.01
1990;Cr;Essence;0.07
1991;Cr;Essence;0.07
1992;Cr;Essence;0.06
1993;Cr;Essence;0.05
1994;Cr;Essence;0.05
1995;Cr;Essence;0.04
1996;Cr;Essence;0.04
1997;Cr;Essence;0.04
1998;Cr;Essence;0.04
1999;Cr;Essence;0.04
2000;Cr;Essence;0.04
2001;Cr;Essence;0.04
2002;Cr;Essence;0.04
2003;Cr;Essence;0.04
2004;Cr;Essence;0.04
2005;Cr;Essence;0.03
2006;Cr;Essence;0.04
2007;Cr;Essence;0.04
2008;Cr;Essence;0.03
2009;Cr;Essence;0.03
1990;Cu;Essence;11.0
1991;Cu;Essence;10.0
1992;Cu;Essence;9.0
1993;Cu;Essence;8.0
1994;Cu;Essence;7.0
1995;Cu;Essence;6.0
1996;Cu;Essence;6.0
1997;Cu;Essence;6.0
1998;Cu;Essence;6.0
1999;Cu;Essence;6.0
2000;Cu;Essence;5.0
2001;Cu;Essence;5.0
2002;Cu;Essence;5.0
2003;Cu;Essence;5.0
2004;Cu;Essence;6.0
2005;Cu;Essence;6.0
2006;Cu;Essence;6.0
2007;Cu;Essence;6.0
2008;Cu;Essence;5.0
2009;Cu;Essence;5.0
1990;Pb;Essence;466.0
1991;Pb;Essence;294.0
1992;Pb;Essence;185.0
1993;Pb;Essence;145.0
1994;Pb;Essence;127.0
1995;Pb;Essence;100.0
1996;Pb;Essence;86.0
1997;Pb;Essence;75.0
1998;Pb;Essence;65.0
1999;Pb;Essence;46.0
2000;Pb;Essence;3.0
2001;Pb;Essence;3.0
2002;Pb;Essence;2.0
2003;Pb;Essence;2.0
2004;Pb;Essence;3.0
2005;Pb;Essence;3.0
2006;Pb;Essence;3.0
2007;Pb;Essence;3.0
2008;Pb;Essence;2.0
2009;Pb;Essence;2.0
1990;Zn;Essence;18.03
1991;Zn;Essence;17.13
1992;Zn;Essence;15.48
1993;Zn;Essence;13.42
1994;Zn;Essence;12.79
1995;Zn;Essence;10.99
1996;Zn;Essence;10.62
1997;Zn;Essence;10.4
1998;Zn;Essence;10.07
1999;Zn;Essence;9.94
2000;Zn;Essence;9.35
2001;Zn;Essence;9.48
2002;Zn;Essence;9.28
2003;Zn;Essence;9.14
2004;Zn;Essence;9.3
2005;Zn;Essence;9.11
2006;Zn;Essence;9.92
2007;Zn;Essence;10.03
2008;Zn;Essence;8.6
2009;Zn;Essence;8.75
1990;HAP;Essence;0.1
1991;HAP;Essence;0.09
1992;HAP;Essence;0.08
1993;HAP;Essence;0.07
1994;HAP;Essence;0.07
1995;HAP;Essence;0.06
1996;HAP;Essence;0.06
1997;HAP;Essence;0.05
1998;HAP;Essence;0.05
1999;HAP;Essence;0.05
2000;HAP;Essence;0.05
2001;HAP;Essence;0.04
2002;HAP;Essence;0.04
2003;HAP;Essence;0.04
2004;HAP;Essence;0.04
2005;HAP;Essence;0.04
2006;HAP;Essence;0.04
2007;HAP;Essence;0.03
2008;HAP;Essence;0.03
2009;HAP;Essence;0.03
1990;PCDD-F;Essence;0.96
1991;PCDD-F;Essence;0.91
1992;PCDD-F;Essence;0.82
1993;PCDD-F;Essence;0.71
1994;PCDD-F;Essence;0.68
1995;PCDD-F;Essence;0.58
1996;PCDD-F;Essence;0.56
1997;PCDD-F;Essence;0.55
1998;PCDD-F;Essence;0.54
1999;PCDD-F;Essence;0.52
2000;PCDD-F;Essence;0.5
2001;PCDD-F;Essence;0.5
2002;PCDD-F;Essence;0.47
2003;PCDD-F;Essence;0.44
2004;PCDD-F;Essence;0.42
2005;PCDD-F;Essence;0.38
2006;PCDD-F;Essence;0.37
2007;PCDD-F;Essence;0.34
2008;PCDD-F;Essence;0.25
2009;PCDD-F;Essence;0.23
1990;SO2;Essence;4.9
1991;SO2;Essence;4.48
1992;SO2;Essence;3.93
1993;SO2;Essence;3.34
1994;SO2;Essence;3.13
1995;SO2;Essence;2.24
1996;SO2;Essence;2.06
1997;SO2;Essence;1.93
1998;SO2;Essence;1.79
1999;SO2;Essence;1.14
2000;SO2;Essence;0.33
2001;SO2;Essence;0.33
2002;SO2;Essence;0.32
2003;SO2;Essence;0.3
2004;SO2;Essence;0.3
2005;SO2;Essence;0.1
2006;SO2;Essence;0.1
2007;SO2;Essence;0.1
2008;SO2;Essence;0.08
2009;SO2;Essence;0.02
1990;Ni;Essence;0.08
1991;Ni;Essence;0.07
1992;Ni;Essence;0.07
1993;Ni;Essence;0.06
1994;Ni;Essence;0.05
1995;Ni;Essence;0.05
1996;Ni;Essence;0.05
1997;Ni;Essence;0.04
1998;Ni;Essence;0.04
1999;Ni;Essence;0.04
2000;Ni;Essence;0.04
2001;Ni;Essence;0.04
2002;Ni;Essence;0.04
2003;Ni;Essence;0.04
2004;Ni;Essence;0.04
2005;Ni;Essence;0.04
2006;Ni;Essence;0.04
2007;Ni;Essence;0.04
2008;Ni;Essence;0.04
2009;Ni;Essence;0.04
1990;benzène;Essence;0.0
1991;benzène;Essence;0.0
1992;benzène;Essence;0.0
1993;benzène;Essence;0.0
1994;benzène;Essence;0.0
1995;benzène;Essence;0.0
1996;benzène;Essence;0.0
1997;benzène;Essence;0.0
1998;benzène;Essence;0.0
1999;benzène;Essence;0.0
2000;benzène;Essence;1306.0
2001;benzène;Essence;1253.0
2002;benzène;Essence;1105.0
2003;benzène;Essence;984.0
2004;benzène;Essence;848.0
2005;benzène;Essence;696.0
2006;benzène;Essence;572.0
2007;benzène;Essence;450.0
2008;benzène;Essence;307.0
2009;benzène;Essence;259.0
1990;NOx;Electriques;0.0
1991;NOx;Electriques;0.0
1992;NOx;Electriques;0.0
1993;NOx;Electriques;0.0
1994;NOx;Electriques;0.0
1995;NOx;Electriques;0.0
1996;NOx;Electriques;0.0
1997;NOx;Electriques;0.0
1998;NOx;Electriques;0.0
1999;NOx;Electriques;0.0
2000;NOx;Electriques;0.0
2001;NOx;Electriques;0.0
2002;NOx;Electriques;0.0
2003;NOx;Electriques;0.0
2004;NOx;Electriques;0.0
2005;NOx;Electriques;0.0
2006;NOx;Electriques;0.0
2007;NOx;Electriques;0.0
2008;NOx;Electriques;0.0
2009;NOx;Electriques;0.0
1990;COVNM;Electriques;0.0
1991;COVNM;Electriques;0.0
1992;COVNM;Electriques;0.0
1993;COVNM;Electriques;0.0
1994;COVNM;Electriques;0.0
1995;COVNM;Electriques;0.0
1996;COVNM;Electriques;0.0
1997;COVNM;Electriques;0.0
1998;COVNM;Electriques;0.0
1999;COVNM;Electriques;0.0
2000;COVNM;Electriques;0.0
2001;COVNM;Electriques;0.0
2002;COVNM;Electriques;0.0
2003;COVNM;Electriques;0.0
2004;COVNM;Electriques;0.0
2005;COVNM;Electriques;0.0
2006;COVNM;Electriques;0.0
2007;COVNM;Electriques;0.0
2008;COVNM;Electriques;0.0
2009;COVNM;Electriques;0.0
1990;CO;Electriques;0.0
1991;CO;Electriques;0.0
1992;CO;Electriques;0.0
1993;CO;Electriques;0.0
1994;CO;Electriques;0.0
1995;CO;Electriques;0.0
1996;CO;Electriques;0.0
1997;CO;Electriques;0.0
1998;CO;Electriques;0.0
1999;CO;Electriques;0.0
2000;CO;Electriques;0.0
2001;CO;Electriques;0.0
2002;CO;Electriques;0.0
2003;CO;Electriques;0.0
2004;CO;Electriques;0.0
2005;CO;Electriques;0.0
2006;CO;Electriques;0.0
2007;CO;Electriques;0.0
2008;CO;Electriques;0.0
2009;CO;Electriques;0.0
1990;PM10;Electriques;0.0
1991;PM10;Electriques;0.0
1992;PM10;Electriques;0.0
1993;PM10;Electriques;0.0
1994;PM10;Electriques;0.0
1995;PM10;Electriques;0.0
1996;PM10;Electriques;0.0
1997;PM10;Electriques;0.0
1998;PM10;Electriques;0.0
1999;PM10;Electriques;0.0
2000;PM10;Electriques;0.0
2001;PM10;Electriques;0.0
2002;PM10;Electriques;0.0
2003;PM10;Electriques;0.0
2004;PM10;Electriques;0.0
2005;PM10;Electriques;0.0
2006;PM10;Electriques;0.0
2007;PM10;Electriques;0.0
2008;PM10;Electriques;0.0
2009;PM10;Electriques;0.0
1990;PM2,5;Electriques;0.0
1991;PM2,5;Electriques;0.0
1992;PM2,5;Electriques;0.0
1993;PM2,5;Electriques;0.0
1994;PM2,5;Electriques;0.0
1995;PM2,5;Electriques;0.0
1996;PM2,5;Electriques;0.0
1997;PM2,5;Electriques;0.0
1998;PM2,5;Electriques;0.0
1999;PM2,5;Electriques;0.0
2000;PM2,5;Electriques;0.0
2001;PM2,5;Electriques;0.0
2002;PM2,5;Electriques;0.0
2003;PM2,5;Electriques;0.0
2004;PM2,5;Electriques;0.0
2005;PM2,5;Electriques;0.0
2006;PM2,5;Electriques;0.0
2007;PM2,5;Electriques;0.0
2008;PM2,5;Electriques;0.0
2009;PM2,5;Electriques;0.0
1990;PM1;Electriques;0.0
1991;PM1;Electriques;0.0
1992;PM1;Electriques;0.0
1993;PM1;Electriques;0.0
1994;PM1;Electriques;0.0
1995;PM1;Electriques;0.0
1996;PM1;Electriques;0.0
1997;PM1;Electriques;0.0
1998;PM1;Electriques;0.0
1999;PM1;Electriques;0.0
2000;PM1;Electriques;0.0
2001;PM1;Electriques;0.0
2002;PM1;Electriques;0.0
2003;PM1;Electriques;0.0
2004;PM1;Electriques;0.0
2005;PM1;Electriques;0.0
2006;PM1;Electriques;0.0
2007;PM1;Electriques;0.0
2008;PM1;Electriques;0.0
2009;PM1;Electriques;0.0
1990;BC;Electriques;0.0
1991;BC;Electriques;0.0
1992;BC;Electriques;0.0
1993;BC;Electriques;0.0
1994;BC;Electriques;0.0
1995;BC;Electriques;0.0
1996;BC;Electriques;0.0
1997;BC;Electriques;0.0
1998;BC;Electriques;0.0
1999;BC;Electriques;0.0
2000;BC;Electriques;0.0
2001;BC;Electriques;0.0
2002;BC;Electriques;0.0
2003;BC;Electriques;0.0
2004;BC;Electriques;0.0
2005;BC;Electriques;0.0
2006;BC;Electriques;0.0
2007;BC;Electriques;0.0
2008;BC;Electriques;0.0
2009;BC;Electriques;0.0
1990;du;Electriques;0.0
1991;du;Electriques;0.0
1992;du;Electriques;0.0
1993;du;Electriques;0.0
1994;du;Electriques;0.0
1995;du;Electriques;0.0
1996;du;Electriques;0.0
1997;du;Electriques;0.0
1998;du;Electriques;0.0
1999;du;Electriques;0.0
2000;du;Electriques;0.0
2001;du;Electriques;0.0
2002;du;Electriques;0.0
2003;du;Electriques;0.0
2004;du;Electriques;0.0
2005;du;Electriques;0.0
2006;du;Electriques;0.0
2007;du;Electriques;0.0
2008;du;Electriques;0.0
2009;du;Electriques;0.0
1990;Cd;Electriques;0.0
1991;Cd;Electriques;0.0
1992;Cd;Electriques;0.0
1993;Cd;Electriques;0.0
1994;Cd;Electriques;0.0
1995;Cd;Electriques;0.0
1996;Cd;Electriques;0.0
1997;Cd;Electriques;0.0
1998;Cd;Electriques;0.0
1999;Cd;Electriques;0.0
2000;Cd;Electriques;0.0
