Année;Polluant;Fuel;Emissions
2001;Cd;Electriques;0.0
2002;Cd;Electriques;0.0
2003;Cd;Electriques;0.0
2004;Cd;Electriques;0.0
2005;Cd;Electriques;0.0
2006;Cd;Electriques;0.0
2007;Cd;Electriques;0.0
2008;Cd;Electriques;0.0
2009;Cd;Electriques;0.0
1990;Cr;Electriques;0.0
1991;Cr;Electriques;0.0
1992;Cr;Electriques;0.0
1993;Cr;Electriques;0.0
1994;Cr;Electriques;0.0
1995;Cr;Electriques;0.0
1996;Cr;Electriques;0.0
1997;Cr;Electriques;0.0
1998;Cr;Electriques;0.0
1999;Cr;Electriques;0.0
2000;Cr;Electriques;0.0
2001;Cr;Electriques;0.0
2002;Cr;Electriques;0.0
2003;Cr;Electriques;0.0
2004;Cr;Electriques;0.0
2005;Cr;Electriques;0.0
2006;Cr;Electriques;0.0
2007;Cr;Electriques;0.0
2008;Cr;Electriques;0.0
2009;Cr;Electriques;0.0
1990;Cu;Electriques;0.0
1991;Cu;Electriques;0.0
1992;Cu;Electriques;0.0
1993;Cu;Electriques;0.0
1994;Cu;Electriques;0.0
1995;Cu;Electriques;0.0
1996;Cu;Electriques;0.0
1997;Cu;Electriques;0.0
1998;Cu;Electriques;0.0
1999;Cu;Electriques;0.0
2000;Cu;Electriques;0.0
2001;Cu;Electriques;0.0
2002;Cu;Electriques;0.0
2003;Cu;Electriques;0.0
2004;Cu;Electriques;0.0
2005;Cu;Electriques;0.0
2006;Cu;Electriques;0.0
2007;Cu;Electriques;0.0
2008;Cu;Electriques;0.0
2009;Cu;Electriques;0.0
1990;Pb;Electriques;0.0
1991;Pb;Electriques;0.0
1992;Pb;Electriques;0.0
1993;Pb;Electriques;0.0
1994;Pb;Electriques;0.0
1995;Pb;Electriques;0.0
1996;Pb;Electriques;0.0
1997;Pb;Electriques;0.0
1998;Pb;Electriques;0.0
1999;Pb;Electriques;0.0
2000;Pb;Electriques;0.0
2001;Pb;Electriques;0.0
2002;Pb;Electriques;0.0
2003;Pb;Electriques;0.0
2004;Pb;Electriques;0.0
2005;Pb;Electriques;0.0
2006;Pb;Electriques;0.0
2007;Pb;Electriques;0.0
2008;Pb;Electriques;0.0
2009;Pb;Electriques;0.0
1990;Zn;Electriques;0.0
1991;Zn;Electriques;0.0
1992;Zn;Electriques;0.0
1993;Zn;Electriques;0.0
1994;Zn;Electriques;0.0
1995;Zn;Electriques;0.0
1996;Zn;Electriques;0.0
1997;Zn;Electriques;0.0
1998;Zn;Electriques;0.0
1999;Zn;Electriques;0.0
2000;Zn;Electriques;0.0
2001;Zn;Electriques;0.0
2002;Zn;Electriques;0.0
2003;Zn;Electriques;0.0
2004;Zn;Electriques;0.0
2005;Zn;Electriques;0.0
2006;Zn;Electriques;0.0
2007;Zn;Electriques;0.0
2008;Zn;Electriques;0.0
2009;Zn;Electriques;0.0
1990;HAP;Electriques;0.0
1991;HAP;Electriques;0.0
1992;HAP;Electriques;0.0
1993;HAP;Electriques;0.0
1994;HAP;Electriques;0.0
1995;HAP;Electriques;0.0
1996;HAP;Electriques;0.0
1997;HAP;Electriques;0.0
1998;HAP;Electriques;0.0
1999;HAP;Electriques;0.0
2000;HAP;Electriques;0.0
2001;HAP;Electriques;0.0
2002;HAP;Electriques;0.0
2003;HAP;Electriques;0.0
2004;HAP;Electriques;0.0
2005;HAP;Electriques;0.0
2006;HAP;Electriques;0.0
2007;HAP;Electriques;0.0
2008;HAP;Electriques;0.0
2009;HAP;Electriques;0.0
1990;PCDD-F;Electriques;0.0
1991;PCDD-F;Electriques;0.0
1992;PCDD-F;Electriques;0.0
1993;PCDD-F;Electriques;0.0
1994;PCDD-F;Electriques;0.0
1995;PCDD-F;Electriques;0.0
1996;PCDD-F;Electriques;0.0
1997;PCDD-F;Electriques;0.0
1998;PCDD-F;Electriques;0.0
1999;PCDD-F;Electriques;0.0
2000;PCDD-F;Electriques;0.0
2001;PCDD-F;Electriques;0.0
2002;PCDD-F;Electriques;0.0
2003;PCDD-F;Electriques;0.0
2004;PCDD-F;Electriques;0.0
2005;PCDD-F;Electriques;0.0
2006;PCDD-F;Electriques;0.0
2007;PCDD-F;Electriques;0.0
2008;PCDD-F;Electriques;0.0
2009;PCDD-F;Electriques;0.0
1990;SO2;Electriques;0.0
1991;SO2;Electriques;0.0
1992;SO2;Electriques;0.0
1993;SO2;Electriques;0.0
1994;SO2;Electriques;0.0
1995;SO2;Electriques;0.0
1996;SO2;Electriques;0.0
1997;SO2;Electriques;0.0
1998;SO2;Electriques;0.0
1999;SO2;Electriques;0.0
2000;SO2;Electriques;0.0
2001;SO2;Electriques;0.0
2002;SO2;Electriques;0.0
2003;SO2;Electriques;0.0
2004;SO2;Electriques;0.0
2005;SO2;Electriques;0.0
2006;SO2;Electriques;0.0
2007;SO2;Electriques;0.0
2008;SO2;Electriques;0.0
2009;SO2;Electriques;0.0
1990;Ni;Electriques;0.0
1991;Ni;Electriques;0.0
1992;Ni;Electriques;0.0
1993;Ni;Electriques;0.0
1994;Ni;Electriques;0.0
1995;Ni;Electriques;0.0
1996;Ni;Electriques;0.0
1997;Ni;Electriques;0.0
1998;Ni;Electriques;0.0
1999;Ni;Electriques;0.0
2000;Ni;Electriques;0.0
2001;Ni;Electriques;0.0
2002;Ni;Electriques;0.0
2003;Ni;Electriques;0.0
2004;Ni;Electriques;0.0
2005;Ni;Electriques;0.0
2006;Ni;Electriques;0.0
2007;Ni;Electriques;0.0
2008;Ni;Electriques;0.0
2009;Ni;Electriques;0.0
1990;benzène;Electriques;0.0
1991;benzène;Electriques;0.0
1992;benzène;Electriques;0.0
1993;benzène;Electriques;0.0
1994;benzène;Electriques;0.0
1995;benzène;Electriques;0.0
1996;benzène;Electriques;0.0
1997;benzène;Electriques;0.0
1998;benzène;Electriques;0.0
1999;benzène;Electriques;0.0
2000;benzène;Electriques;0.0
2001;benzène;Electriques;0.0
2002;benzène;Electriques;0.0
2003;benzène;Electriques;0.0
2004;benzène;Electriques;0.0
2005;benzène;Electriques;0.0
2006;benzène;Electriques;0.0
2007;benzène;Electriques;0.0
2008;benzène;Electriques;0.0
2009;benzène;Electriques;0.0
