Année;Polluant;Fuel;Emissions
2001;PM1;Diesel;10.0
2002;PM1;Diesel;9.0
2003;PM1;Diesel;9.0
2004;PM1;Diesel;8.0
2005;PM1;Diesel;8.0
2006;PM1;Diesel;7.0
2007;PM1;Diesel;7.0
2008;PM1;Diesel;5.0
2009;PM1;Diesel;4.0
1990;BC;Diesel;7.3
1991;BC;Diesel;7.5
1992;BC;Diesel;7.9
1993;BC;Diesel;7.7
1994;BC;Diesel;7.9
1995;BC;Diesel;8.0
1996;BC;Diesel;8.1
1997;BC;Diesel;8.2
1998;BC;Diesel;7.8
1999;BC;Diesel;7.5
2000;BC;Diesel;6.9
2001;BC;Diesel;6.5
2002;BC;Diesel;6.2
2003;BC;Diesel;5.8
2004;BC;Diesel;5.8
2005;BC;Diesel;5.4
2006;BC;Diesel;5.3
2007;BC;Diesel;4.9
2008;BC;Diesel;3.9
2009;BC;Diesel;3.1
1990;du;Diesel;0.27
1991;du;Diesel;0.28
1992;du;Diesel;0.29
1993;du;Diesel;0.28
1994;du;Diesel;0.29
1995;du;Diesel;0.29
1996;du;Diesel;0.29
1997;du;Diesel;0.31
1998;du;Diesel;0.31
1999;du;Diesel;0.32
2000;du;Diesel;0.32
2001;du;Diesel;0.32
2002;du;Diesel;0.33
2003;du;Diesel;0.32
2004;du;Diesel;0.34
2005;du;Diesel;0.34
2006;du;Diesel;0.34
2007;du;Diesel;0.35
2008;du;Diesel;0.32
2009;du;Diesel;0.3
1990;Cd;Diesel;0.05
1991;Cd;Diesel;0.05
1992;Cd;Diesel;0.05
1993;Cd;Diesel;0.05
1994;Cd;Diesel;0.05
1995;Cd;Diesel;0.05
1996;Cd;Diesel;0.05
1997;Cd;Diesel;0.06
1998;Cd;Diesel;0.06
1999;Cd;Diesel;0.06
2000;Cd;Diesel;0.06
2001;Cd;Diesel;0.06
2002;Cd;Diesel;0.06
2003;Cd;Diesel;0.06
2004;Cd;Diesel;0.06
2005;Cd;Diesel;0.06
2006;Cd;Diesel;0.06
2007;Cd;Diesel;0.06
2008;Cd;Diesel;0.06
2009;Cd;Diesel;0.05
1990;Cr;Diesel;0.36
1991;Cr;Diesel;0.37
1992;Cr;Diesel;0.38
1993;Cr;Diesel;0.38
1994;Cr;Diesel;0.39
1995;Cr;Diesel;0.39
1996;Cr;Diesel;0.39
1997;Cr;Diesel;0.4
1998;Cr;Diesel;0.4
1999;Cr;Diesel;0.41
2000;Cr;Diesel;0.41
2001;Cr;Diesel;0.4
2002;Cr;Diesel;0.41
2003;Cr;Diesel;0.4
2004;Cr;Diesel;0.41
2005;Cr;Diesel;0.42
2006;Cr;Diesel;0.42
2007;Cr;Diesel;0.42
2008;Cr;Diesel;0.4
2009;Cr;Diesel;0.36
1990;Cu;Diesel;29.0
1991;Cu;Diesel;30.0
1992;Cu;Diesel;32.0
1993;Cu;Diesel;31.0
1994;Cu;Diesel;32.0
1995;Cu;Diesel;31.0
1996;Cu;Diesel;31.0
1997;Cu;Diesel;33.0
1998;Cu;Diesel;32.0
1999;Cu;Diesel;33.0
2000;Cu;Diesel;32.0
2001;Cu;Diesel;31.0
2002;Cu;Diesel;32.0
2003;Cu;Diesel;31.0
2004;Cu;Diesel;31.0
2005;Cu;Diesel;33.0
2006;Cu;Diesel;32.0
2007;Cu;Diesel;32.0
2008;Cu;Diesel;31.0
2009;Cu;Diesel;28.0
1990;Pb;Diesel;0.88
1991;Pb;Diesel;0.91
1992;Pb;Diesel;0.95
1993;Pb;Diesel;0.94
1994;Pb;Diesel;0.96
1995;Pb;Diesel;0.96
1996;Pb;Diesel;0.96
1997;Pb;Diesel;1.0
1998;Pb;Diesel;0.98
1999;Pb;Diesel;1.01
2000;Pb;Diesel;1.0
2001;Pb;Diesel;0.99
2002;Pb;Diesel;1.0
2003;Pb;Diesel;0.98
2004;Pb;Diesel;1.0
2005;Pb;Diesel;1.03
2006;Pb;Diesel;1.02
2007;Pb;Diesel;1.04
2008;Pb;Diesel;1.0
2009;Pb;Diesel;0.91
1990;Zn;Diesel;36.58
1991;Zn;Diesel;37.82
1992;Zn;Diesel;39.3
1993;Zn;Diesel;38.67
1994;Zn;Diesel;39.7
1995;Zn;Diesel;39.96
1996;Zn;Diesel;39.96
1997;Zn;Diesel;41.64
1998;Zn;Diesel;41.58
1999;Zn;Diesel;42.76
2000;Zn;Diesel;42.61
2001;Zn;Diesel;42.64
2002;Zn;Diesel;43.13
2003;Zn;Diesel;42.46
2004;Zn;Diesel;43.73
2005;Zn;Diesel;44.56
2006;Zn;Diesel;44.68
2007;Zn;Diesel;45.56
2008;Zn;Diesel;43.16
2009;Zn;Diesel;39.5
1990;HAP;Diesel;0.46
1991;HAP;Diesel;0.47
1992;HAP;Diesel;0.49
1993;HAP;Diesel;0.48
1994;HAP;Diesel;0.49
1995;HAP;Diesel;0.5
1996;HAP;Diesel;0.5
1997;HAP;Diesel;0.52
1998;HAP;Diesel;0.52
1999;HAP;Diesel;0.54
2000;HAP;Diesel;0.54
2001;HAP;Diesel;0.55
2002;HAP;Diesel;0.55
2003;HAP;Diesel;0.55
2004;HAP;Diesel;0.57
2005;HAP;Diesel;0.57
2006;HAP;Diesel;0.58
2007;HAP;Diesel;0.59
2008;HAP;Diesel;0.55
2009;HAP;Diesel;0.51
1990;PCDD-F;Diesel;1.74
1991;PCDD-F;Diesel;1.8
1992;PCDD-F;Diesel;1.87
1993;PCDD-F;Diesel;1.84
1994;PCDD-F;Diesel;1.89
1995;PCDD-F;Diesel;1.89
1996;PCDD-F;Diesel;1.9
1997;PCDD-F;Diesel;1.97
1998;PCDD-F;Diesel;2.0
1999;PCDD-F;Diesel;2.05
2000;PCDD-F;Diesel;2.08
2001;PCDD-F;Diesel;2.1
2002;PCDD-F;Diesel;2.12
2003;PCDD-F;Diesel;2.09
2004;PCDD-F;Diesel;2.18
2005;PCDD-F;Diesel;2.19
2006;PCDD-F;Diesel;2.21
2007;PCDD-F;Diesel;2.25
2008;PCDD-F;Diesel;2.11
2009;PCDD-F;Diesel;1.9
1990;SO2;Diesel;50.72
1991;SO2;Diesel;52.41
1992;SO2;Diesel;54.52
1993;SO2;Diesel;53.73
1994;SO2;Diesel;50.62
1995;SO2;Diesel;37.25
1996;SO2;Diesel;30.54
1997;SO2;Diesel;9.77
1998;SO2;Diesel;9.89
1999;SO2;Diesel;8.69
2000;SO2;Diesel;7.15
2001;SO2;Diesel;7.19
2002;SO2;Diesel;7.23
2003;SO2;Diesel;7.13
2004;SO2;Diesel;7.42
2005;SO2;Diesel;1.06
2006;SO2;Diesel;1.07
2007;SO2;Diesel;1.09
2008;SO2;Diesel;1.0
2009;SO2;Diesel;0.18
1990;Ni;Diesel;0.24
1991;Ni;Diesel;0.25
1992;Ni;Diesel;0.26
1993;Ni;Diesel;0.26
1994;Ni;Diesel;0.26
1995;Ni;Diesel;0.26
1996;Ni;Diesel;0.26
1997;Ni;Diesel;0.27
1998;Ni;Diesel;0.27
1999;Ni;Diesel;0.28
2000;Ni;Diesel;0.27
2001;Ni;Diesel;0.27
2002;Ni;Diesel;0.27
2003;Ni;Diesel;0.27
2004;Ni;Diesel;0.28
2005;Ni;Diesel;0.28
2006;Ni;Diesel;0.28
2007;Ni;Diesel;0.29
2008;Ni;Diesel;0.27
2009;Ni;Diesel;0.25
1990;benzène;Diesel;0.0
1991;benzène;Diesel;0.0
1992;benzène;Diesel;0.0
1993;benzène;Diesel;0.0
1994;benzène;Diesel;0.0
1995;benzène;Diesel;0.0
1996;benzène;Diesel;0.0
1997;benzène;Diesel;0.0
1998;benzène;Diesel;0.0
1999;benzène;Diesel;0.0
2000;benzène;Diesel;1251.0
2001;benzène;Diesel;1121.0
2002;benzène;Diesel;1057.0
2003;benzène;Diesel;956.0
2004;benzène;Diesel;935.0
2005;benzène;Diesel;933.0
2006;benzène;Diesel;900.0
2007;benzène;Diesel;799.0
2008;benzène;Diesel;618.0
2009;benzène;Diesel;480.0
1990;NOx;Essence;0.29
1991;NOx;Essence;0.29
1992;NOx;Essence;0.28
1993;NOx;Essence;0.26
1994;NOx;Essence;0.25
1995;NOx;Essence;0.24
1996;NOx;Essence;0.23
1997;NOx;Essence;0.24
1998;NOx;Essence;0.24
1999;NOx;Essence;0.24
2000;NOx;Essence;0.25
2001;NOx;Essence;0.23
2002;NOx;Essence;0.25
2003;NOx;Essence;0.22
2004;NOx;Essence;0.23
2005;NOx;Essence;0.24
2006;NOx;Essence;0.22
2007;NOx;Essence;0.16
2008;NOx;Essence;0.14
2009;NOx;Essence;0.12
1990;COVNM;Essence;0.28
1991;COVNM;Essence;0.27
1992;COVNM;Essence;0.26
1993;COVNM;Essence;0.25
1994;COVNM;Essence;0.23
1995;COVNM;Essence;0.22
1996;COVNM;Essence;0.22
1997;COVNM;Essence;0.22
1998;COVNM;Essence;0.22
1999;COVNM;Essence;0.22
2000;COVNM;Essence;0.21
2001;COVNM;Essence;0.19
2002;COVNM;Essence;0.21
2003;COVNM;Essence;0.19
2004;COVNM;Essence;0.2
2005;COVNM;Essence;0.2
2006;COVNM;Essence;0.19
2007;COVNM;Essence;0.14
2008;COVNM;Essence;0.12
2009;COVNM;Essence;0.1
1990;CO;Essence;0.28
1991;CO;Essence;0.27
1992;CO;Essence;0.27
1993;CO;Essence;0.25
1994;CO;Essence;0.24
1995;CO;Essence;0.23
1996;CO;Essence;0.22
1997;CO;Essence;0.23
1998;CO;Essence;0.23
1999;CO;Essence;0.23
2000;CO;Essence;0.23
2001;CO;Essence;0.21
2002;CO;Essence;0.23
2003;CO;Essence;0.2
2004;CO;Essence;0.22
2005;CO;Essence;0.22
2006;CO;Essence;0.2
2007;CO;Essence;0.15
2008;CO;Essence;0.13
2009;CO;Essence;0.11
1990;PM10;Essence;0.01
1991;PM10;Essence;0.01
1992;PM10;Essence;0.01
1993;PM10;Essence;0.01
1994;PM10;Essence;0.01
1995;PM10;Essence;0.01
1996;PM10;Essence;0.01
1997;PM10;Essence;0.01
1998;PM10;Essence;0.01
1999;PM10;Essence;0.01
2000;PM10;Essence;0.01
2001;PM10;Essence;0.01
2002;PM10;Essence;0.01
2003;PM10;Essence;0.0
2004;PM10;Essence;0.01
2005;PM10;Essence;0.01
2006;PM10;Essence;0.0
2007;PM10;Essence;0.0
2008;PM10;Essence;0.0
2009;PM10;Essence;0.0
1990;PM2,5;Essence;0.0
1991;PM2,5;Essence;0.0
1992;PM2,5;Essence;0.0
1993;PM2,5;Essence;0.0
1994;PM2,5;Essence;0.0
1995;PM2,5;Essence;0.0
1996;PM2,5;Essence;0.0
1997;PM2,5;Essence;0.0
1998;PM2,5;Essence;0.0
1999;PM2,5;Essence;0.0
2000;PM2,5;Essence;0.0
2001;PM2,5;Essence;0.0
2002;PM2,5;Essence;0.0
2003;PM2,5;Essence;0.0
2004;PM2,5;Essence;0.0
2005;PM2,5;Essence;0.0
2006;PM2,5;Essence;0.0
2007;PM2,5;Essence;0.0
2008;PM2,5;Essence;0.0
2009;PM2,5;Essence;0.0
1990;PM1;Essence;0.0
1991;PM1;Essence;0.0
1992;PM1;Essence;0.0
1993;PM1;Essence;0.0
1994;PM1;Essence;0.0
1995;PM1;Essence;0.0
1996;PM1;Essence;0.0
1997;PM1;Essence;0.0
1998;PM1;Essence;0.0
1999;PM1;Essence;0.0
2000;PM1;Essence;0.0
2001;PM1;Essence;0.0
2002;PM1;Essence;0.0
2003;PM1;Essence;0.0
2004;PM1;Essence;0.0
2005;PM1;Essence;0.0
2006;PM1;Essence;0.0
2007;PM1;Essence;0.0
2008;PM1;Essence;0.0
2009;PM1;Essence;0.0
1990;BC;Essence;0.0
1991;BC;Essence;0.0
1992;BC;Essence;0.0
1993;BC;Essence;0.0
1994;BC;Essence;0.0
1995;BC;Essence;0.0
1996;BC;Essence;0.0
1997;BC;Essence;0.0
1998;BC;Essence;0.0
1999;BC;Essence;0.0
2000;BC;Essence;0.0
2001;BC;Essence;0.0
2002;BC;Essence;0.0
2003;BC;Essence;0.0
2004;BC;Essence;0.0
2005;BC;Essence;0.0
2006;BC;Essence;0.0
2007;BC;Essence;0.0
2008;BC;Essence;0.0
2009;BC;Essence;0.0
1990;du;Essence;0.0
1991;du;Essence;0.0
1992;du;Essence;0.0
1993;du;Essence;0.0
1994;du;Essence;0.0
1995;du;Essence;0.0
1996;du;Essence;0.0
1997;du;Essence;0.0
1998;du;Essence;0.0
1999;du;Essence;0.0
2000;du;Essence;0.0
2001;du;Essence;0.0
2002;du;Essence;0.0
2003;du;Essence;0.0
2004;du;Essence;0.0
2005;du;Essence;0.0
2006;du;Essence;0.0
2007;du;Essence;0.0
2008;du;Essence;0.0
2009;du;Essence;0.0
1990;Cd;Essence;0.0
1991;Cd;Essence;0.0
1992;Cd;Essence;0.0
1993;Cd;Essence;0.0
1994;Cd;Essence;0.0
1995;Cd;Essence;0.0
1996;Cd;Essence;0.0
1997;Cd;Essence;0.0
1998;Cd;Essence;0.0
1999;Cd;Essence;0.0
2000;Cd;Essence;0.0
2001;Cd;Essence;0.0
2002;Cd;Essence;0.0
2003;Cd;Essence;0.0
2004;Cd;Essence;0.0
2005;Cd;Essence;0.0
2006;Cd;Essence;0.0
2007;Cd;Essence;0.0
2008;Cd;Essence;0.0
2009;Cd;Essence;0.0
1990;Cr;Essence;0.0
1991;Cr;Essence;0.0
1992;Cr;Essence;0.0
1993;Cr;Essence;0.0
1994;Cr;Essence;0.0
1995;Cr;Essence;0.0
1996;Cr;Essence;0.0
1997;Cr;Essence;0.0
1998;Cr;Essence;0.0
1999;Cr;Essence;0.0
2000;Cr;Essence;0.0
2001;Cr;Essence;0.0
2002;Cr;Essence;0.0
2003;Cr;Essence;0.0
2004;Cr;Essence;0.0
2005;Cr;Essence;0.0
2006;Cr;Essence;0.0
2007;Cr;Essence;0.0
2008;Cr;Essence;0.0
2009;Cr;Essence;0.0
1990;Cu;Essence;0.09
1991;Cu;Essence;0.09
1992;Cu;Essence;0.08
1993;Cu;Essence;0.08
1994;Cu;Essence;0.08
1995;Cu;Essence;0.07
1996;Cu;Essence;0.07
1997;Cu;Essence;0.07
1998;Cu;Essence;0.07
1999;Cu;Essence;0.07
2000;Cu;Essence;0.07
2001;Cu;Essence;0.07
2002;Cu;Essence;0.07
2003;Cu;Essence;0.06
2004;Cu;Essence;0.07
2005;Cu;Essence;0.07
2006;Cu;Essence;0.06
2007;Cu;Essence;0.05
2008;Cu;Essence;0.04
2009;Cu;Essence;0.04
1990;Pb;Essence;2.21
1991;Pb;Essence;1.42
1992;Pb;Essence;0.95
1993;Pb;Essence;0.81
1994;Pb;Essence;0.7
1995;Pb;Essence;0.62
1996;Pb;Essence;0.53
1997;Pb;Essence;0.48
1998;Pb;Essence;0.43
1999;Pb;Essence;0.31
2000;Pb;Essence;0.0
2001;Pb;Essence;0.0
2002;Pb;Essence;0.0
2003;Pb;Essence;0.0
2004;Pb;Essence;0.0
2005;Pb;Essence;0.0
2006;Pb;Essence;0.0
2007;Pb;Essence;0.0
2008;Pb;Essence;0.0
2009;Pb;Essence;0.0
1990;Zn;Essence;0.08
1991;Zn;Essence;0.07
1992;Zn;Essence;0.07
1993;Zn;Essence;0.07
1994;Zn;Essence;0.07
1995;Zn;Essence;0.06
1996;Zn;Essence;0.06
1997;Zn;Essence;0.06
1998;Zn;Essence;0.06
1999;Zn;Essence;0.06
2000;Zn;Essence;0.06
2001;Zn;Essence;0.06
2002;Zn;Essence;0.06
2003;Zn;Essence;0.06
2004;Zn;Essence;0.06
2005;Zn;Essence;0.06
2006;Zn;Essence;0.06
2007;Zn;Essence;0.04
2008;Zn;Essence;0.03
2009;Zn;Essence;0.03
1990;HAP;Essence;0.0
1991;HAP;Essence;0.0
1992;HAP;Essence;0.0
1993;HAP;Essence;0.0
1994;HAP;Essence;0.0
1995;HAP;Essence;0.0
1996;HAP;Essence;0.0
1997;HAP;Essence;0.0
1998;HAP;Essence;0.0
1999;HAP;Essence;0.0
2000;HAP;Essence;0.0
2001;HAP;Essence;0.0
2002;HAP;Essence;0.0
2003;HAP;Essence;0.0
2004;HAP;Essence;0.0
2005;HAP;Essence;0.0
2006;HAP;Essence;0.0
2007;HAP;Essence;0.0
2008;HAP;Essence;0.0
2009;HAP;Essence;0.0
1990;PCDD-F;Essence;0.002
1991;PCDD-F;Essence;0.002
1992;PCDD-F;Essence;0.002
1993;PCDD-F;Essence;0.002
1994;PCDD-F;Essence;0.002
1995;PCDD-F;Essence;0.002
1996;PCDD-F;Essence;0.002
1997;PCDD-F;Essence;0.002
1998;PCDD-F;Essence;0.002
1999;PCDD-F;Essence;0.002
2000;PCDD-F;Essence;0.002
2001;PCDD-F;Essence;0.002
2002;PCDD-F;Essence;0.002
2003;PCDD-F;Essence;0.001
2004;PCDD-F;Essence;0.001
2005;PCDD-F;Essence;0.001
2006;PCDD-F;Essence;0.001
2007;PCDD-F;Essence;0.001
2008;PCDD-F;Essence;0.001
2009;PCDD-F;Essence;0.0
1990;SO2;Essence;0.024
1991;SO2;Essence;0.022
1992;SO2;Essence;0.021
1993;SO2;Essence;0.019
1994;SO2;Essence;0.018
1995;SO2;Essence;0.014
1996;SO2;Essence;0.013
1997;SO2;Essence;0.013
1998;SO2;Essence;0.012
1999;SO2;Essence;0.008
2000;SO2;Essence;0.003
2001;SO2;Essence;0.002
2002;SO2;Essence;0.002
2003;SO2;Essence;0.002
2004;SO2;Essence;0.002
2005;SO2;Essence;0.001
2006;SO2;Essence;0.001
2007;SO2;Essence;0.001
2008;SO2;Essence;0.0
2009;SO2;Essence;0.0
1990;Ni;Essence;0.0
1991;Ni;Essence;0.0
1992;Ni;Essence;0.0
1993;Ni;Essence;0.0
1994;Ni;Essence;0.0
1995;Ni;Essence;0.0
1996;Ni;Essence;0.0
1997;Ni;Essence;0.0
1998;Ni;Essence;0.0
1999;Ni;Essence;0.0
2000;Ni;Essence;0.0
2001;Ni;Essence;0.0
2002;Ni;Essence;0.0
2003;Ni;Essence;0.0
2004;Ni;Essence;0.0
2005;Ni;Essence;0.0
2006;Ni;Essence;0.0
2007;Ni;Essence;0.0
2008;Ni;Essence;0.0
2009;Ni;Essence;0.0
1990;benzène;Essence;0.0
1991;benzène;Essence;0.0
1992;benzène;Essence;0.0
1993;benzène;Essence;0.0
1994;benzène;Essence;0.0
1995;benzène;Essence;0.0
1996;benzène;Essence;0.0
1997;benzène;Essence;0.0
1998;benzène;Essence;0.0
1999;benzène;Essence;0.0
2000;benzène;Essence;9.8
2001;benzène;Essence;9.1
2002;benzène;Essence;9.8
2003;benzène;Essence;8.8
2004;benzène;Essence;9.4
2005;benzène;Essence;9.3
2006;benzène;Essence;8.7
2007;benzène;Essence;6.4
2008;benzène;Essence;5.5
2009;benzène;Essence;4.9
1990;NOx;GNV;0.0
1991;NOx;GNV;0.0
1992;NOx;GNV;0.0
1993;NOx;GNV;0.01
1994;NOx;GNV;0.0
1995;NOx;GNV;0.0
1996;NOx;GNV;0.0
1997;NOx;GNV;0.0
1998;NOx;GNV;0.0
1999;NOx;GNV;0.0
2000;NOx;GNV;0.0
2001;NOx;GNV;0.05
2002;NOx;GNV;0.06
2003;NOx;GNV;0.08
2004;NOx;GNV;0.09
2005;NOx;GNV;0.11
2006;NOx;GNV;0.15
2007;NOx;GNV;0.17
2008;NOx;GNV;0.21
2009;NOx;GNV;0.2
1990;COVNM;GNV;0.0
1991;COVNM;GNV;0.0
1992;COVNM;GNV;0.0
1993;COVNM;GNV;0.0
1994;COVNM;GNV;0.0
1995;COVNM;GNV;0.0
1996;COVNM;GNV;0.0
1997;COVNM;GNV;0.0
1998;COVNM;GNV;0.0
1999;COVNM;GNV;0.0
2000;COVNM;GNV;0.0
2001;COVNM;GNV;0.02
2002;COVNM;GNV;0.03
2003;COVNM;GNV;0.04
2004;COVNM;GNV;0.04
2005;COVNM;GNV;0.0
2006;COVNM;GNV;0.1
2007;COVNM;GNV;0.1
2008;COVNM;GNV;0.1
2009;COVNM;GNV;0.1
1990;CO;GNV;0.0
1991;CO;GNV;0.0
1992;CO;GNV;0.0
1993;CO;GNV;0.0
1994;CO;GNV;0.0
1995;CO;GNV;0.0
1996;CO;GNV;0.0
1997;CO;GNV;0.0
1998;CO;GNV;0.0
1999;CO;GNV;0.0
2000;CO;GNV;0.0
2001;CO;GNV;0.08
2002;CO;GNV;0.08
2003;CO;GNV;0.11
2004;CO;GNV;0.11
2005;CO;GNV;0.11
2006;CO;GNV;0.13
2007;CO;GNV;0.14
2008;CO;GNV;0.15
2009;CO;GNV;0.14
1990;PM10;GNV;0.0
1991;PM10;GNV;0.0
1992;PM10;GNV;0.0
1993;PM10;GNV;0.0
1994;PM10;GNV;0.0
1995;PM10;GNV;0.0
1996;PM10;GNV;0.0
1997;PM10;GNV;0.0
1998;PM10;GNV;0.0
1999;PM10;GNV;0.0
2000;PM10;GNV;0.0
2001;PM10;GNV;0.0
2002;PM10;GNV;0.0
2003;PM10;GNV;0.0
2004;PM10;GNV;0.0
2005;PM10;GNV;0.0
2006;PM10;GNV;0.0
2007;PM10;GNV;0.0
2008;PM10;GNV;0.0
2009;PM10;GNV;0.0
1990;PM2,5;GNV;0.0
1991;PM2,5;GNV;0.0
1992;PM2,5;GNV;0.0
1993;PM2,5;GNV;0.0
1994;PM2,5;GNV;0.0
1995;PM2,5;GNV;0.0
1996;PM2,5;GNV;0.0
1997;PM2,5;GNV;0.0
1998;PM2,5;GNV;0.0
1999;PM2,5;GNV;0.0
2000;PM2,5;GNV;0.0
2001;PM2,5;GNV;0.0
2002;PM2,5;GNV;0.0
2003;PM2,5;GNV;0.0
2004;PM2,5;GNV;0.0
2005;PM2,5;GNV;0.0
2006;PM2,5;GNV;0.0
2007;PM2,5;GNV;0.0
2008;PM2,5;GNV;0.0
2009;PM2,5;GNV;0.0
1990;PM1;GNV;0.0
1991;PM1;GNV;0.0
1992;PM1;GNV;0.0
1993;PM1;GNV;0.0
1994;PM1;GNV;0.0
1995;PM1;GNV;0.0
1996;PM1;GNV;0.0
1997;PM1;GNV;0.0
1998;PM1;GNV;0.0
1999;PM1;GNV;0.0
2000;PM1;GNV;0.0
2001;PM1;GNV;0.0
2002;PM1;GNV;0.0
2003;PM1;GNV;0.0
2004;PM1;GNV;0.0
2005;PM1;GNV;0.0
2006;PM1;GNV;0.0
2007;PM1;GNV;0.0
2008;PM1;GNV;0.0
2009;PM1;GNV;0.0
1990;BC;GNV;0.0
1991;BC;GNV;0.0
1992;BC;GNV;0.0
1993;BC;GNV;0.0
1994;BC;GNV;0.0
1995;BC;GNV;0.0
1996;BC;GNV;0.0
1997;BC;GNV;0.0
1998;BC;GNV;0.0
1999;BC;GNV;0.0
2000;BC;GNV;0.0
2001;BC;GNV;0.0
2002;BC;GNV;0.0
2003;BC;GNV;0.0
2004;BC;GNV;0.0
2005;BC;GNV;0.0
2006;BC;GNV;0.0
2007;BC;GNV;0.0
2008;BC;GNV;0.0
2009;BC;GNV;0.0
1990;du;GNV;0.0
1991;du;GNV;0.0
1992;du;GNV;0.0
1993;du;GNV;0.0
1994;du;GNV;0.0
1995;du;GNV;0.0
1996;du;GNV;0.0
1997;du;GNV;0.0
1998;du;GNV;0.0
1999;du;GNV;0.0
2000;du;GNV;0.0
2001;du;GNV;0.0
2002;du;GNV;0.0
2003;du;GNV;0.0
2004;du;GNV;0.0
2005;du;GNV;0.0
2006;du;GNV;0.0
2007;du;GNV;0.0
2008;du;GNV;0.0
2009;du;GNV;0.0
1990;Cd;GNV;0.0
1991;Cd;GNV;0.0
1992;Cd;GNV;0.0
1993;Cd;GNV;0.0
1994;Cd;GNV;0.0
1995;Cd;GNV;0.0
1996;Cd;GNV;0.0
1997;Cd;GNV;0.0
1998;Cd;GNV;0.0
1999;Cd;GNV;0.0
2000;Cd;GNV;0.0
2001;Cd;GNV;0.0
2002;Cd;GNV;0.0
2003;Cd;GNV;0.0
2004;Cd;GNV;0.0
2005;Cd;GNV;0.0
2006;Cd;GNV;0.0
2007;Cd;GNV;0.0
2008;Cd;GNV;0.0
2009;Cd;GNV;0.0
1990;Cr;GNV;0.0
1991;Cr;GNV;0.0
